,PMCIDS,keywords,TPS_match,TPS._match
446,PMC6198442,"Fermentation', 'Sesquiterpene', 'Phylogenetic analysis', 'heterologous expression', 'Basidiomycota', 'Copaene', 'Cubebol', 'Coniophora Puteana'","(TPSs).', 'TPS', 'TPSs', 'TPS', 'TPS', 'TPS', 'TPS', 'STPSs', 'STPSs', 'STPSs,', '(ACTPS9,', 'STPS', 'STPSs', 'STPSs', 'STPS'",
447,PMC5584320,"Transcription factor', 'Chrysanthemum morifolium', 'Expressed sequence tag', 'Transcriptome', 'Next-generation Sequencing Technology'","TPSs', 'TPS.', 'TPS', '(TPS)', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS-a', 'TPS-g,', 'TPS', 'TPS-a', 'TPS-g', 'TPS-a,'",TPS.'
448,PMC2892144,NaN,"TPS4,', 'TPS4', 'TPS4', 'TPS4', 'TPS3', 'TPS3', 'TPS3'",
449,PMC4362742,"Phylogenetic analysis', 'Terpene synthase', 'terpenes', 'Clinical Trials'",,
450,PMC4822282,"Antibiotics', 'Metabolites', 'Sambucus Nigra', 'Epiphytic And Endophytic Microbiota'",,
451,PMC7033203,NaN,TPS',
452,PMC4445982,NaN,,
453,PMC4595271,,,
454,PMC6642400,"Manduca sexta', 'Tri-trophic Interactions', 'oviposition preference', 'Nicotiana Attenuata', 'Enantiomer-specific Linalool Synthase'",,
455,PMC4156071,"Plant', 'Terpenoid', 'plant defense', 'Enzyme Mechanism', 'Plant Biochemistry', 'Enzyme Mutation', 'Terpenoid Synthase'",,
456,PMC4981473,,,
457,PMC6543703,"Secretory cavity', 'Epithelial cells', 'Terpene biosynthesis', 'Agrobacterium-mediated Transient Expression', 'Japanese Pepper'",,
458,PMC6935586,"Biotechnology', 'Stress', 'Reproductive biology', 'Gymnosperms', 'Gene Families', 'Functional Evolution', 'Pdr Gene Family'",,
459,PMC7763939,"Cytotoxic activity', 'Marine Yeast', 'Pksiii', 'Pentaketide Resorcinols', 'Triketide Pyrones'",,
460,PMC4654506,NaN,"TPS3', 'synthaseTPS', 'TPS'",
461,PMC5703079,"Bemisia tabaci', 'host selection', 'plant volatiles', 'tomato yellow leaf curl virus', 'Encarsia Formosa'",,
462,PMC4284115,"Sesquiterpene', 'Genetic variation', 'Seedlings', 'Secondary metabolite', 'Monoterpene', 'herbivory', 'Eucalyptus Globulus', 'Chemical Defence', 'Population Divergence', 'Ontogenetic Trajectory', 'Plant Ontogeny', 'Foliar Terpenes'",,
463,PMC6190754,"Sporophyte', 'Life cycle', 'Gametophyte', 'MADS-box', 'Transcriptomics', 'Phototropins', 'Terpene Synthases'","TPS', 'TPS', '(MTPSL)', 'TPS', 'TPS,'",
464,PMC6318961,"Flavonoids', 'Root and butt rot', 'plant defense', 'Transcriptomics', 'Norway Spruce', 'Dual Rna-seq', 'Heterobasidion'",,
465,PMC3071761,NaN,"TPS', 'TPS', 'TPSs', 'TPS', 'TPS'",
466,PMC3523864,NaN,,
467,PMC6036286,"Root', 'Phaseolus vulgaris', 'Arbuscular mycorrhizal fungi', 'Aquaporins', 'Rna-seq', 'Laser-capture Microdissection', 'Water Deficit Event'","TPS', 'TPS'",
468,PMC4062354,"Diterpenoids', 'Terpene Synthases', 'Natural Products Biosynthesis'",,
469,PMC8101708,"Transcription factors', 'Terpenoid', 'Dendrobium officinale', 'Wgcna', 'Terpene Synthase Gene'","TPS', 'TPS', 'TPS', 'DoTPSs', 'TPS-a,', 'TPS-b,', 'TPS-c,', 'TPS-e/f.', 'TPS-a', 'TPS-b', 'TPS-c', 'TPS-e/f', 'DoTPS', 'DoTPS04,', 'DoTPS10,', 'DoTPS07,', 'TPS-a,', 'TPS-b,', 'TPS-c;', 'DoTPS', 'DoTPS13,', 'DoTPS03,', 'DoTPS05,', 'DoTPS06,', 'DoTPS11,', 'DoTPS15,', 'DoTPS18,', 'TPS-a', 'TPS-b.', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'DoTPSs', 'TPS', 'TPS', 'TPS', 'TPS', 'DoTPS13,', 'DoTPS03,', 'DoTPS05,', 'DoTPS06,', 'DoTPS11,', 'DoTPS15,', 'DoTPS18,', 'TPS', 'DoTPS04,', 'DoTPS10,', 'DoTPS07'",
470,PMC8255067,"Metabolism', 'Transcription factor', 'Transcriptome', 'Monoterpene Biosynthesis', 'Borneol Chemotype Of Cinnamomum Camphora'","TPS', 'CcTPS1', 'CcTPS3', 'CcTPS4', 'CcTPS1', 'CcTPS3', 'CcTPS4', 'TPS-encoding', 'TPSs', 'CcTPS1', 'CcTPS2', 'CcTPS3', 'CcTPS5', 'TPS-b', 'CcTPS4', 'CcTPS6', 'TPS-g', 'CcTPS7', 'CcTPS8', 'CcTPS9', 'TPS-a', 'CcTPS10', 'CcTPS11', 'CcTPS13', 'TPS-e/f', 'CcTPS12', 'TPS-c', 'TPS', 'TPSs,', 'TPS', 'TPSs,', 'CcTPS1,', 'CcTPS3,', 'CcTPS4).', 'CcTPS1', 'CcTPS4.'",
471,PMC8224800,"Brown planthopper', 'Transcription factor binding site', 'Terpene synthase', 'E-Î_-farnesene'","OsSTPS2', 'OsSTPS2', 'OsSTPS2', 'OsSTPS2', 'OsSTPS2', 'OsSTPS2', 'OsSTPS2', 'OsSTPS2', 'OsSTPS2', 'OsSTPS2', 'OsSTPS2', 'OsSTPS2', 'OsSTPS2,', 'OsSTPS2', 'OsSTPS2', 'OsSTPS2', 'OsSTPS2'",
472,PMC8367818,NaN,,
473,PMC5767561,"Caryophyllene', 'Mevalonate Pathway', 'Bioproduct', 'Caryolan-1-ol', 'Caryolan-1-ol Synthase', 'Caryophyllene Synthase'",,
474,PMC5301923,"Ethylene', 'Transcriptional regulation', 'Citrus sinensis', 'Terpene synthase', 'TPS', 'sweet orange', 'Citap2/erf', 'Citrus Volatile', 'Valencene.'","CsTPS1)', 'CsTPS1', 'CsTPS1', 'CsTPS1', 'CsTPS1', 'CsTPS1', 'CsTPS1', 'CsTPS1', 'CsTPS1', 'CsTPS1', 'CsTPS1', 'CsTPS1', 'CsTPS1', 'CsTPS1', 'CsTPS1', 'CsTPS1'",
475,PMC2147077,,,
476,PMC8362104,"Isotopes', 'terpenes', 'Dft Calculations', 'Carbocations', 'Hydride Shifts'",,
477,PMC5719747,NaN,,
478,PMC7508350,"Comparative genomics', 'Lamiaceae', 'Genome Assembly', 'Terpenoid Synthase', 'Nepetoideae'","TPS', 'TPS', 'TPS', 'TPSs', 'TPSs', 'TPSs', 'TPS', 'TPSa,', 'TPSb,', 'TPSc,', 'TPSe/f,', 'TPSg;', 'TPSs', 'TPSs', 'TPSs', 'TPSs', 'TPS', 'TPS', 'TPSs', 'TPSs', 'TPSs,', 'TPS', 'TPSa,', 'TPSb,', 'TPSc,', 'TPSs', 'TPSs', 'TPS', 'TPS', 'TPSs,', 'TPSb', 'TPS21', 'TPSs', 'TPSe/f', 'TPSc', 'TPS', 'TPS', 'TPS', 'TPSs', 'TPSs:', 'TPSs', 'TPSb', 'TPS', 'TPS', 'TPS', 'TPS'",
479,PMC6986037,"Aromatic compounds', 'Fatty acid', 'Zanthoxylum Armatum', 'De Novo Transcriptome'",ZaTPS03',
480,PMC5495837,"Bacteria', 'Tomato', 'Metabolomics', 'VOCs', 'Defense'","(TPS)', 'TPS', 'TPS5,'",
481,PMC4588909,NaN,"(TPS),'",
482,PMC7649979,"Terpene biosynthesis', 'anti-microbial', 'Cytochrome p450', 'All-cis Prenyl Diphosphate', 'Leubethanol'","LfTPS1', 'TPSs', 'LfTPS1', 'LfTPS1', 'TPS', 'LfTPS1', 'LfTPS2', 'TPSs', 'TPSs', 'TPSs', 'LfTPS1', 'LfTPS2', 'LfTPS1', 'TPSs.', 'TPS', 'TPSâ€êa', 'TPSâ€êa', 'LfTPS1', 'LfTPS2)', 'TPSâ€êa', 'LfTPS1', 'TPS', 'TPSs', 'TPS', 'LfTPS13)', 'LfTPS1', 'LfTPS2', 'diTPS', 'TPS', 'LfTPS4;', 'TPSâ€êc', 'LfTPS1', 'LfTPS2', 'TPS', 'LfTPS1', 'EsTPS1;', 'LfTPS1', 'EsTPS1', 'LfTPS1', 'LfTPS1', 'LfTPS1,', 'TPS'",
483,PMC7227769,"Genome', 'Virulence', 'Cell wall-degrading enzymes', 'secondary metabolism', 'Amylostereum Areolatum', 'Sirex Noctilio (F.)'",,
484,PMC8401418,"Sesquiterpene', 'Grapevine', 'Gene structure', 'Terpene synthase', 'genotypic variation'","VviTPS10', 'VviTPS10s', 'VviTPS10),', 'VviTPS04', 'VviTPS04', 'VviTPS10', 'VviTPS-like', 'CRTPS105)', 'VviTPS04', 'VviTPS10-like', 'VviTPS04-like', 'VviTPS10-like', 'VviTPS10', 'CSTPS086)', 'VviTPS04-like', 'CSTPS051', 'CHTPS062)', 'VviTPS04.', 'VviTPS04', 'VviTPS04-like', 'VviTPS10-like', 'VviTPS04', 'VviTPS10-like', 'VviTPS04', 'CRTPS019', 'CRTPS199', 'VviTPS', 'VviTPS10', 'VviMATPS10,', 'CSTPS083', 'CSTPS090', 'VviTPS', 'VviTPS04', 'CSTPS051', 'CSTPS083.', 'VviTPS10', 'CSTPS051,', 'CSTPS083.', 'CSTPS083', 'CSTPS086', 'VviTPS', 'VviTPS04', 'VviTPS', 'CHTPS067,', 'VviTPS04', 'CRTPS019', 'CRTPS199'",
485,PMC7582308,"Geraniol', 'Orchids', 'Terpene synthase', 'Mep Pathway', 'Floral Volatiles'","mono-TPS', 'LiTPS2,', 'mono-TPS', 'TPSs.', 'TPS-b'",
486,PMC4909774,"Pinus', 'Resin', 'Terpene synthase', 'Gene Expression', 'Normalizer Genes'",TPS',
487,PMC6707142,NaN,,
488,PMC5613161,"Resistance', 'Breeding', 'Soybean', 'Macrophomina phaseolina', 'Gwas', 'Charcoal Rot'",,
489,PMC6352525,"Transcriptome', 'Terpene synthase', 'terpenes', 'Metabolite Profiling', 'Agro-infiltration Assay', 'Ocimum'",,
490,PMC5802726,NaN,TPS',
491,PMC6044691,NaN,"TPS', 'TPS', 'di-TPS', 'di-TPS'",
492,PMC4472957,"Malachite green', 'Screening', 'Colorimetric assay', 'steady-state kinetics', 'High-throughput', 'Catalytic Efficiency', 'Turnover Number', 'Terpene Synthases', 'Ppi, Pyrophosphate', 'Fpp, Farnesyl Diphosphate', 'Mg, Malachite Green', 'Pi, Monophosphate', 'Tps, Terpene Synthase'",,
493,PMC3483413,NaN,,
494,PMC3243332,NaN,,
495,PMC6645489,NaN,,
496,PMC4801258,"aggregation pheromone', 'Sesquiterpene Synthase', 'Isoprenyl Diphosphate Synthase', 'Flea Beetle', '(6R,7s)-himachala-9,11-diene'",,
497,PMC4757406,NaN,"TPS', 'TPS', 'TPS', 'TPSs', 'TPSs.', 'TPSs', 'TPS', 'TPS:', 'TPSs', 'TPSs', 'TPS', 'TPSs', 'TPSs', 'TPSs', 'TPSs', 'TPS', 'TPSs', 'TPS', 'TPSs', 'TPSs', 'TPSs', 'TPS', 'TPS', 'TPS', 'TPSs', 'TPSs', 'TPS', 'TPSs', 'TPSs', 'TPSs', 'TPSs', 'TPSs,', 'TPS', 'TPSs', 'TPSs', 'TPSs', 'TPSs', 'TPS', 'TPSs', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPSs', 'TPSs', 'TPS', 'TPSs', 'TPSs', 'TPSs', 'TPSs', 'TPSs', 'TPSs', 'TPSs', 'TPS,', 'TPSs', 'TPSs', 'TPS', 'TPSs', 'TPSs', 'TPSs', 'TPSs,', 'TPSs,'",
498,PMC6394206,"Teak', 'Terpene Synthases', 'Chromosomal-scale Assembly', 'Tandem-duplicated Genes'",,
499,PMC6976640,NaN,"TPS', 'CsTPS', 'CsTPS01,', 'CsTPS22', 'CsTPS43,', 'CsTPS29,', 'CsTPS29', 'CsTPS01', 'CsTPS76-', 'CsTPS', 'CsTPS76', 'TPS', 'TPS', 'TPS', 'CsTPS17,', 'CsTPS22,', 'TPS', 'CsTPS25,', 'TPS02,', 'CsTPS08,', 'CsTPS09,', 'TPS', 'CsTPS73', 'TPS', 'CsTPS40,', 'TPS', 'CsTPS43,', 'TPS', 'CsTPS', 'CsTPS78,', 'CsTPS11(28.4-fold)', 'CsTPS46', 'CsTPS', 'CsTPS43,', 'CsTPS35', 'CsTPS16', 'TPS', 'TPS', 'CsTPS03,', 'CsTPS59', 'CsTPS02', 'CsTPS74', 'CsTPS75', 'CsTPS', 'CsTPS', 'CsTPS03,', 'CsTPS', 'CsTPS', 'CsTPS46', 'CsTPS61,', 'CsTPS', 'CsTPS17,', 'CsTPS', 'CsTPS48', 'CsTPS78,', 'CsTPS', 'CsTPS03,', 'CsTPS', 'CsTPS67,', 'CsTPS22', 'CsTPS', 'CsTPS', 'CsTPS02,', 'CsTPS54', 'CsTPS51(36.2-fold).', 'CsTPS', 'CsTPS22', 'CsTPS68', 'TPS', 'TPS', 'TPS,', 'TPS', 'TPS', 'TPS-like', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'CsTPSs', 'CsTPS', 'TPS', 'TPS', 'TPS-a', 'TPS-g,', 'TPS-d', 'TPS-a', 'TPS', 'TPS-b', 'TPS', 'TPS', 'TPS-', 'TPS-', 'TPS-g', 'TPS1', 'TPS80', 'CsTPS77-79', 'CsTPS', 'CsTPS', 'CsTPS', 'CsTPS51-', 'TPS', 'CsTPS28-', 'CsTPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'CsTPS57,', 'CsTPS76,', 'CsTPS78', 'TPS', 'TPS-a,', 'TPS-b,', 'TPS-g', 'TPS-e/f', 'TPS-c.', 'TPS', 'TPS', 'TPS', 'TPS', 'TPS', 'CsTPS24,', 'CsTPS67', 'TPS'",
500,PMC4371936,"Mechanism', 'Enzyme Catalysis', 'Structureâ€“function Relationship', 'Monoterpene Synthase', 'Carbocation'",,
501,PMC6651613,"Sesquiterpene', 'Lymantria dispar', 'Monoterpene', 'Volatile Organic Compound (Voc)', 'Populus Trichocarpa', 'Isoprenyl Diphosphate Synthase', 'Prenyl Transferase'",,
502,PMC3997964,NaN,"TPS)', 'TPS31,', 'TPS32', 'TPS33,', 'TPS31', 'TPS31,', 'TPS32', 'TPS33'",
503,PMC8213826,NaN,"(TPSs),', 'RrTPSs', '(TPS-a,', 'TPS', 'RrTPS', 'TPS-g', 'TPS-b', 'TPS-g', 'TPS-b', 'RrTPS', 'RrTPS', 'TPS-a', 'TPS', 'TPS-c', 'TPS-e/f', 'RrTPS', 'TPS-g,', 'TPS'",
504,PMC7284416,"Zea mays', 'Site-directed mutagenesis', 'Sesquiterpene Synthase', 'Î’-bisabolene', 'Î‘-bergamotene', 'Terpene Synthase Reaction Mechanism', '7-Epi-sesquithujene', 'Î’-farnesene'","TPS4', 'TPS10', 'TPS10', 'TPS10', 'TPS4,', 'TPS4', 'TPS4', 'TPS10', 'TPS4-c17', 'TPS10,', 'TPS4', 'TPS4-c17,', 'TPS4-c17', 'TPS4', 'TPS4-c17', 'TPS10', 'TPS10', 'TPS4,', 'TPS10', 'TPS4-c17', 'TPS10', 'TPS4-c17', 'TPS10', 'TPS4-c17', 'TPS4-c17,', 'TPS10', 'TPS4', 'TPS4-c17', 'TPS4', 'TPS5', 'TPS4', 'TPS4', 'TPS10', '(TPS4-c14)', 'TPS4-c17,', 'TPS10', 'TPS4', 'TPS4-c17', 'TPS4', 'TPS4-G2', 'TPS4', 'TPS10', 'TPS4', 'TPS10,', 'TPS4', 'TPS10', '(TPS4', 'TPS10', 'TPS4-c17', 'TPS4', 'TPS4-c17', 'TPS4', 'TPS4-c17', 'TPS', '(TPS4-c7,', 'TPS4-c8,', 'TPS4-c9,', 'TPS4-c14)', 'TPS4-specific', '(TPS4-c10,', 'TPS4-c11,', 'TPS4-c12,', 'TPS4-c13)', 'TPS4-c17', 'TPS4-c17', 'TPS4', 'TPS10', 'TPS4-c17,', 'TPS4', 'TPS10,'",
505,PMC4755536,NaN,"TPS', '(TPS)', 'TPS-a', 'TPS-h', 'TPS', 'TPSs', 'TPS-a,', 'TPS-b', 'TPS-g.', 'TPS-h', 'TPS-c', 'TPSs', 'TPS-c/h', 'TPSs', 'TPS-d', 'TPS-e', 'TPS-f', 'TPSs', '(TPS-conifer,', 'TPSs', 'TPS-sm', 'TPSs'",
506,PMC7705728,NaN,"DcTPS54', 'DcTPS04', 'DcTPS04', 'DcTPS54,', 'DcTPS04', 'DcTPS54,', 'DcTPS04', 'DcTPS54', 'DcTPS54', 'DcTPS04', 'DcTPS04,', 'DcTPS26,', 'DcTPS27,', 'DcTPS54', 'DcTPS55', 'DcTPS04,', 'DcTPS26', 'DcTPS54,', 'DcTPS27', 'DcTPS55', 'DcTPS04,', 'DcTPS26', 'DcTPS54', 'DcTPS26', 'DcTPS26', 'DcTPS26', 'DcTPS04', 'DcTPS54', 'DcTPS04', 'DcTPS54', 'DcTPS54', 'DcTPS04', 'DcTPS54', 'DcTPS04', 'DcTPS54', 'TPS', 'DcTPS04', 'DcTPS26', 'DcTPS27', 'DcTPS54', 'DcTPS55', 'DcTPS04,', 'DcTPS27,', 'DcTPS54', 'DcTPS55', 'DcTPS26', 'DcTPS04', 'TPS-fragment', 'DcTPS26.', 'DcTPS04,', 'DcTPS26,', 'DcTPS27,', 'DcTPS54', 'DcTPS55,', 'DcTPS26', 'DcTPS04', 'DcTPS54', 'DcTPS55', 'DcTPS27', 'DcTPS26'",
507,PMC8248349,"Tomato fruit', 'Sesquiterpenes', 'Monoterpenes', 'metabolic engineering', 'Mep Pathway', 'Mva Pathway', 'Isopentenyl Phosphate Kinase', 'Nerolidol/linalool Synthase'",,
